0.98208,0,0.71799,0.007011,0.0048932,0,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0060025,0.0058718,0,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.0040049,0.0078291,0.001511,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0019976,0.0098019,0,0,0,0.0016912,0,0
0.97808,0.0012937,0.71799,0.0040049,0.010781,0,0,0,0.0016912,0,0
0.98008,0.0012937,0.71799,0.0040049,0.010781,0,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0030061,0.0088233,0,0,0,0.0016912,0,0
0.98008,0.0012937,0.71799,0.0030061,0.0078291,0,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0030061,0.0058718,0,0,0,0.0016912,0,0
0.98208,0,0.71799,0.0050037,0.0048932,0.0090478,0,0,0.0016912,0,0
0.98008,0.0012937,0.71799,0.007011,0.0039146,0.58768,0,0,0.0016912,0,0
0.98208,0,0.71799,0.007011,0.00097864,0.49234,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.007011,0.00097864,0.10516,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.007011,0,0.10516,0,0,0.0016912,0,0
0.98407,0,0.71799,0.0080098,0.0029359,0.10516,0,0,0.0016912,0,0
0.98407,0.0012937,0.71799,0.0080098,0.0048932,0.10516,0,0,0.0016912,0,0
0.98208,0,0.72634,0.0050037,0.0058718,0.10516,0,0,0.0016912,0,0
0.98208,0.0012937,0.72216,0.0019976,0.0088233,0.10516,0,0,0.0016912,0,0
0.98008,0.0012937,0.72216,0,0.012738,0.10516,0,0,0.0016912,0,0
0.98407,0,0.71799,0.0030061,0.010781,0.10516,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.0030061,0.011759,0.10403,0,0,0.0017647,0,0
0.98208,0,0.71799,0.0030061,0.010781,0.10516,0,0,0.0016912,0,0
0.98208,0,0.71799,0.0030061,0.0088233,0.10403,0,0,0.0016912,0,0
0.98208,0.0012937,0.72216,0.0019976,0.0068505,0.10403,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0040049,0.0058718,0.10403,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.0060025,0.0039146,0.10403,0,0,0.0016912,0,0
0.98208,0,0.71799,0.0080098,0.00097864,0.10403,0,0,0.0016912,0,0
0.98008,0,0.71799,0.007011,0.00097864,0.10403,0,0,0.0016912,0,0
0.97808,0.0012937,0.72216,0.0060025,0,0.10403,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.007011,0.00097864,0.10403,0,0,0.0016912,0,0
0.98008,0,0.71799,0.007011,0.0039146,0.10253,0,0,0.0016912,0,0
0.98008,0.0012937,0.72216,0.007011,0.0048932,0.10403,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0060025,0.0058718,0.10253,0,0,0.0016912,0,0
0.98208,0,0.71799,0.0040049,0.0078291,0.10253,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.0019976,0.010781,0.10403,0,0,0.0016912,0,0
0.98208,0,0.71799,0.0040049,0.010781,0.10253,0,0,0.0016912,0,0
0.98008,0.0012937,0.72216,0.0040049,0.011759,0.10403,0,0,0.0016912,0,0
0.97808,0,0.72216,0.0030061,0.0098019,0.10403,0,0,0.0016912,0,0
0.98208,0,0.72216,0.0030061,0.0078291,0.10253,0,0,0.0016912,0,0
0.98008,0.0012937,0.71799,0.0040049,0.0058718,0.10253,0,0,0.0016912,0,0
0.98208,0,0.71799,0.0050037,0.0048932,0.10403,0,0,0.0016912,0,0
0.98008,0.0012937,0.72216,0.007011,0.0039146,0.10253,0,0,0.0016912,0,0
0.97808,0,0.71799,0.0080098,0.00097864,0.10253,0,0,0.0017647,0,0
0.98208,0.0012937,0.72216,0.007011,0.00097864,0.10403,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.007011,0.00097864,0.10253,0,0,0.0016912,0,0
0.98208,0,0.72216,0.0080098,0.0029359,0.10403,0,0,0.0016912,0,0
0.98407,0.0012937,0.71799,0.0080098,0.0039146,0.10403,0,0,0.0016912,0,0
0.98407,0,0.72216,0.007011,0.0048932,0.10403,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0050037,0.0068505,0.10253,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.0030061,0.0098019,0.10403,0,0,0.0016912,0,0
0.98208,0,0.71799,0.0030061,0.010781,0.10403,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.0030061,0.011759,0.10403,0,0,0.0016912,0,0
0.98208,0,0.72216,0.0040049,0.010781,0.10403,0,0,0.0016912,0,0
0.98208,0,0.71799,0.0030061,0.0088233,0.10403,0,0,0.0016912,0,0
0.98008,0.0012937,0.71799,0.0030061,0.0068505,0.10403,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0040049,0.0048932,0.10253,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0060025,0.0039146,0.10253,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.0080098,0.00097864,0.10253,0,0,0.0016912,0,0
0.98208,0,0.71799,0.0080098,0.00097864,0.10253,0,0,0.0016912,0,0
0.98208,0.0012937,0.72216,0.007011,0,0.10403,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.007011,0,0.10403,0,0,0.0016912,0,0
0.98008,0.0012937,0.71799,0.0080098,0.0029359,0.10403,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.007011,0.0048932,0.10253,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0060025,0.0058718,0.10403,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.0040049,0.0078291,0.10403,0,0,0.0017647,0,0
0.97808,0.0012937,0.71799,0.0019976,0.010781,0.10403,0,0,0.0017647,0,0
0.98208,0,0.71799,0.0040049,0.010781,0.10403,0,0,0.0017647,0,0
0.98208,0.0012937,0.71799,0.0040049,0.010781,0.10403,0,0,0.0016912,0,0
0.98008,0,0.71799,0.0030061,0.0098019,0.10403,0,0,0.0017647,0,0
0.98407,0.0012937,0.71799,0.0030061,0.0068505,0.10253,0,0,0.0017647,0,0
0.98407,0,0.71799,0.0030061,0.0058718,0.10403,0,0,0.0017647,0,0
0.97808,0.0012937,0.71799,0.0050037,0.0048932,0.10253,0,0,0.0016912,0,0
0.98208,0.0012937,0.71799,0.0080098,0.0039146,0.10253,0,0,0.0017647,0,0
0.98208,0,0.71799,0.0080098,0.00097864,0.10403,0,0,0.0017647,0,0
0.98008,0.0012937,0.71799,0.007011,0.00097864,0.10403,0,0,0.0016912,0,0
0.98008,0.0012937,0.71799,0.007011,0.00097864,0.10403,0,0,0.0016912,0,0
0.98208,0,0.71799,0.007011,0.0019573,0.10403,0,0,0.0016912,0,0
0.98008,0.0012937,0.71799,0.0080098,0.0039146,0.10253,0,0,0.0016912,0,0
0.98407,0,0.71799,0.0050037,0.0058718,0.10253,0,0,0.0017647,0,0
0.98008,0.0012937,0.71799,0.0050037,0.0058718,0.10403,0,0,0.0017647,0,0
0.98008,0.0012937,0.71799,0.0050037,0.0058718,0.10403,0,0,0.0017647,0,0
0.98008,0,0.71799,0.0050037,0.0058718,0.10403,0,0,0.0017647,0,0
0.98208,0,0.71799,0.0050037,0.0058718,0.10403,0,0,0.0017647,0,0
0.98008,0,0.71799,0.0050037,0.0058718,0.10403,0,0,0.0017647,0,0
0.97808,0,0.71799,0.0050037,0.0058718,0.10253,0,0,0.0017647,0,0
